ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
336633;	195968;	29;	265;	How to detect Windows 64-bit platform with .NET?;	336729;	c#/windows/64-bit/.net-2.0/platform-detection/;	https://stackoverflow.com/questions/336633/how-to-detect-windows-64-bit-platform-with-net;
17703004;	88437;	32;	265;	Visual Studio displaying errors even if projects build;	17704225;	c#/visual-studio/syntax-error/resharper/intellisense/;	https://stackoverflow.com/questions/17703004/visual-studio-displaying-errors-even-if-projects-build;
9145667;	613643;	12;	265;	How to post JSON to a server using C#?;	10027534;	c#/json/post/httpwebrequest/;	https://stackoverflow.com/questions/9145667/how-to-post-json-to-a-server-using-c;
5133516;	123074;	27;	265;	Why am I getting &#39Assembly &#39*.dll&#39 must be strong signed in order to be marked as a prerequisite.&#39?;	5238737;	c#/visual-studio.net-4.0/;	https://stackoverflow.com/questions/5133516/why-am-i-getting-assembly-dll-must-be-strong-signed-in-order-to-be-marked-a;
899350;	161304;	8;	265;	How do I copy the contents of a String to the clipboard in C#?;	899374;	c#/.netclipboard/;	https://stackoverflow.com/questions/899350/how-do-i-copy-the-contents-of-a-string-to-the-clipboard-in-c;
1120198;	423675;	23;	265;	Most efficient way to remove special characters from string;	1120277;	c#/string/;	https://stackoverflow.com/questions/1120198/most-efficient-way-to-remove-special-characters-from-string;
79693;	163020;	11;	265;	Getting all types in a namespace via reflection;	null;	c#/.net/reflection/namespaces/;	https://stackoverflow.com/questions/79693/getting-all-types-in-a-namespace-via-reflection;
25009437;	240259;	8;	264;	Running multiple async tasks and waiting for them all to complete;	25010220;	c#/.net/asynchronous/task-parallel-library/async-await/;	https://stackoverflow.com/questions/25009437/running-multiple-async-tasks-and-waiting-for-them-all-to-complete;
2911215;	69582;	11;	264;	What happens if a finally block throws an exception?;	2911229;	c#/exception/exception-handling/try-catch-finally/;	https://stackoverflow.com/questions/2911215/what-happens-if-a-finally-block-throws-an-exception;
215255;	58253;	0;	264;	String vs string in C#;	null;	c#/.net/performance/string/types/;	https://stackoverflow.com/questions/215255/string-vs-string-in-c;
2081418;	324640;	17;	263;	Parsing CSV files in C#, with header;	2081425;	c#/csv/file-io/io/header/;	https://stackoverflow.com/questions/2081418/parsing-csv-files-in-c-with-header;
3975290;	352054;	7;	263;	Produce a random number in a range using C#;	3975307;	c#/.netrandom/;	https://stackoverflow.com/questions/3975290/produce-a-random-number-in-a-range-using-c;
1405851;	135901;	9;	263;	Enum Naming Convention - Plural;	1405874;	c#/.net/enums/naming-conventions/plural/;	https://stackoverflow.com/questions/1405851/enum-naming-convention-plural;
31695900;	140543;	16;	262;	What is the purpose of nameof?;	31695982;	c#/.net/c#-6.0/nameof/;	https://stackoverflow.com/questions/31695900/what-is-the-purpose-of-nameof;
564;	240268;	26;	262;	What is the difference between an int and an Integer in Java and C#?;	566;	c#/java/integer/int/;	https://stackoverflow.com/questions/564/what-is-the-difference-between-an-int-and-an-integer-in-java-and-c;
1547252;	312415;	23;	262;	How do I concatenate two arrays in C#?;	1547276;	c#/arrays/.net/linq/;	https://stackoverflow.com/questions/1547252/how-do-i-concatenate-two-arrays-in-c;
803225;	53317;	12;	262;	When should I use double instead of decimal?;	803270;	c#/types/floating-point/double/decimal/;	https://stackoverflow.com/questions/803225/when-should-i-use-double-instead-of-decimal;
40281050;	240046;	5;	261;	JWT authentication for ASP.NET Web API;	40284152;	c#/security/asp.net-web-api/jwt/;	https://stackoverflow.com/questions/40281050/jwt-authentication-for-asp-net-web-api;
8928601;	654513;	7;	261;	How can I split a string with a string delimiter?;	8928665;	c#/stringsplit/;	https://stackoverflow.com/questions/8928601/how-can-i-split-a-string-with-a-string-delimiter;
11980458;	94998;	9;	261;	Bundler not including .min files;	12005272;	c#/javascript/asp.net-mvc-4/bundling-and-minification/;	https://stackoverflow.com/questions/11980458/bundler-not-including-min-files;
833943;	223566;	33;	260;	Watermark / hint text / placeholder TextBox;	833967;	c#/wpf/textbox/watermark/hint/;	https://stackoverflow.com/questions/833943/watermark-hint-text-placeholder-textbox;
1568557;	407273;	10;	260;	How can I make the cursor turn to the wait cursor?;	1568562;	c#/.net/winforms/cursor/;	https://stackoverflow.com/questions/1568557/how-can-i-make-the-cursor-turn-to-the-wait-cursor;
564366;	430492;	26;	260;	Convert generic List/Enumerable to DataTable?;	564373;	c#/list/generics/datatable/;	https://stackoverflow.com/questions/564366/convert-generic-list-enumerable-to-datatable;
935621;	96184;	7;	260;	What&#39s the difference between SortedList and SortedDictionary?;	935631;	c#/.net/generics/sortedlist/sorteddictionary/;	https://stackoverflow.com/questions/935621/whats-the-difference-between-sortedlist-and-sorteddictionary;
44288;	189605;	11;	260;	Differences in string compare methods in C#;	44373;	c#/stringcomparison/;	https://stackoverflow.com/questions/44288/differences-in-string-compare-methods-in-c;
1195896;	354067;	16;	259;	ThreadStart with parameters;	1195910;	c#/multithreading/;	https://stackoverflow.com/questions/1195896/threadstart-with-parameters;
6921105;	381927;	11;	259;	Given a filesystem path, is there a shorter way to extract the filename without its extension?;	6921127;	c#/path/filenames/file-extension/path-manipulation/;	https://stackoverflow.com/questions/6921105/given-a-filesystem-path-is-there-a-shorter-way-to-extract-the-filename-without;
217902;	476727;	16;	259;	Reading/writing an INI file;	217910;	c#/.netini/;	https://stackoverflow.com/questions/217902/reading-writing-an-ini-file;
179741;	516366;	7;	259;	How do I decompile a .NET EXE into readable C# source code?;	179744;	c#/.net/reverse-engineering/decompiling/;	https://stackoverflow.com/questions/179741/how-do-i-decompile-a-net-exe-into-readable-c-source-code;
5559043;	152589;	6;	259;	Entity Framework Code First - two Foreign Keys from same table;	5559300;	c#/entity-framework/orm/code-first/entity-framework-4.1/;	https://stackoverflow.com/questions/5559043/entity-framework-code-first-two-foreign-keys-from-same-table;
3871270;	236870;	16;	258;	Shortcut to create properties in Visual Studio?;	3871280;	c#/visual-studio/properties/code-snippets/shortcut/;	https://stackoverflow.com/questions/3871270/shortcut-to-create-properties-in-visual-studio;
9647641;	39798;	4;	258;	ReSharper warns: &quotStatic field in generic type&quot;	9647661;	c#/asp.net-mvc-3/generics/static/resharper/;	https://stackoverflow.com/questions/9647641/resharper-warns-static-field-in-generic-type;
421797;	75213;	5;	258;	What really happens in a try { return x } finally { x = null } statement?;	421812;	c#/.netexception-handling/;	https://stackoverflow.com/questions/421797/what-really-happens-in-a-try-return-x-finally-x-null-statement;
7441062;	92892;	10;	258;	How to use ELMAH to manually log errors;	7441147;	c#/exception-handling/elmah/error-logging/;	https://stackoverflow.com/questions/7441062/how-to-use-elmah-to-manually-log-errors;
20901419;	447825;	21;	258;	How to call Stored Procedure in Entity Framework 6 (Code-First)?;	null;	c#/entity-frameworkstored-procedures/;	https://stackoverflow.com/questions/20901419/how-to-call-stored-procedure-in-entity-framework-6-code-first;
2374689;	54621;	3;	258;	Automapper: Update property values without creating a new object;	2376102;	c#/.netautomapper/;	https://stackoverflow.com/questions/2374689/automapper-update-property-values-without-creating-a-new-object;
11033001;	103746;	4;	258;	How to change the value of attribute in appSettings section with Web.config transformation;	11036258;	c#/asp.net/.net/web-config/;	https://stackoverflow.com/questions/11033001/how-to-change-the-value-of-attribute-in-appsettings-section-with-web-config-tran;
7901360;	447215;	9;	257;	Delete last char of string;	7901378;	c#/stringchar/;	https://stackoverflow.com/questions/7901360/delete-last-char-of-string;
7134837;	317857;	2;	257;	How do I decode a base64 encoded string?;	null;	c#/encodingbase64/;	https://stackoverflow.com/questions/7134837/how-do-i-decode-a-base64-encoded-string;
7287540;	76335;	7;	257;	Different return values the first and second time with Moq;	7300657;	c#/unit-testing/nunit/moq/;	https://stackoverflow.com/questions/7287540/different-return-values-the-first-and-second-time-with-moq;
1600962;	137688;	24;	256;	Displaying the build date;	1600990;	c#/date/time/compilation/;	https://stackoverflow.com/questions/1600962/displaying-the-build-date;
2357855;	379218;	7;	256;	Round double in two decimal places in C#?;	2357866;	c#/doublerounding/;	https://stackoverflow.com/questions/2357855/round-double-in-two-decimal-places-in-c;
2837020;	276199;	9;	256;	Open existing file, append a single line;	2837043;	c#/file/;	https://stackoverflow.com/questions/2837020/open-existing-file-append-a-single-line;
3670505;	235431;	19;	256;	Why is there no Char.Empty like String.Empty?;	3670513;	c#/.net/string/char/base-class-library/;	https://stackoverflow.com/questions/3670505/why-is-there-no-char-empty-like-string-empty;
333829;	108211;	11;	256;	Why can&#39t I define a default constructor for a struct in .NET?;	333840;	c#/.netstruct/;	https://stackoverflow.com/questions/333829/why-cant-i-define-a-default-constructor-for-a-struct-in-net;
18971510;	376042;	2;	256;	How do I set up HttpContent for my HttpClient PostAsync second parameter?;	18971787;	c#/dotnet-httpclienthttpcontent/;	https://stackoverflow.com/questions/18971510/how-do-i-set-up-httpcontent-for-my-httpclient-postasync-second-parameter;
1578778;	262878;	4;	255;	Using IQueryable with Linq;	1578977;	c#/linqiqueryable/;	https://stackoverflow.com/questions/1578778/using-iqueryable-with-linq;
23893497;	49602;	8;	255;	No EditorOptionDefinition Export Found Error;	23894744;	c#/visual-studio-2013/;	https://stackoverflow.com/questions/23893497/no-editoroptiondefinition-export-found-error;
5923767;	237721;	19;	255;	Simple state machine example in C#?;	null;	c#/state-machine/;	https://stackoverflow.com/questions/5923767/simple-state-machine-example-in-c;
208421;	157768;	10;	255;	Render partial from different folder (not shared);	208448;	c#/asp.net-mvcrenderpartial/;	https://stackoverflow.com/questions/208421/render-partial-from-different-folder-not-shared;
556425;	124626;	10;	255;	Predicate Delegates in C#;	556442;	c#/.netpredicate/;	https://stackoverflow.com/questions/556425/predicate-delegates-in-c;
906493;	198554;	5;	254;	How do I access named capturing groups in a .NET Regex?;	906514;	c#/.netregex/;	https://stackoverflow.com/questions/906493/how-do-i-access-named-capturing-groups-in-a-net-regex;
2972600;	1121025;	26;	254;	No connection could be made because the target machine actively refused it?;	null;	c#/.net/asp.net-web-api2/socketexception/system.net.webexception/;	https://stackoverflow.com/questions/2972600/no-connection-could-be-made-because-the-target-machine-actively-refused-it;
20906077;	580628;	24;	253;	Gmail Error :The SMTP server requires a secure connection or the client was not authenticated. The server response was: 5.5.1 Authentication Required;	20906573;	c#/.net/smtp/gmail/;	https://stackoverflow.com/questions/20906077/gmail-error-the-smtp-server-requires-a-secure-connection-or-the-client-was-not;
1260952;	796034;	12;	253;	How to execute a stored procedure within C# program;	null;	c#/sql-serverstored-procedures/;	https://stackoverflow.com/questions/1260952/how-to-execute-a-stored-procedure-within-c-program;
146204;	214401;	24;	253;	Duplicate keys in .NET dictionaries?;	146227;	c#/.net/dictionary/multimap/;	https://stackoverflow.com/questions/146204/duplicate-keys-in-net-dictionaries;
10286056;	352598;	4;	253;	What is the command to exit a Console application in C#?;	10286091;	c#/console-applicationexit/;	https://stackoverflow.com/questions/10286056/what-is-the-command-to-exit-a-console-application-in-c;
214500;	66388;	13;	253;	Fluent and Query Expression — Is there any benefit(s) of one over other?;	823155;	c#/linq/;	https://stackoverflow.com/questions/214500/fluent-and-query-expression-is-there-any-benefits-of-one-over-other;
92869;	56694;	19;	253;	NUnit vs Visual Studio 2008&#39s Test Projects for Unit Testing?;	null;	c#/asp.net-mvc/visual-studio-2008/unit-testing/nunit/;	https://stackoverflow.com/questions/92869/nunit-vs-visual-studio-2008s-test-projects-for-unit-testing;
13516689;	29601;	24;	252;	For i = 0, why is (i += i++) equal to 0?;	13516748;	c#/.net/;	https://stackoverflow.com/questions/13516689/for-i-0-why-is-i-i-equal-to-0;
6134359;	402125;	12;	252;	Read connection string from web.config;	6134374;	c#/.net/asp.net/web-config/connection-string/;	https://stackoverflow.com/questions/6134359/read-connection-string-from-web-config;
19158378;	236967;	10;	252;	HttpClient not supporting PostAsJsonAsync method C#;	19158658;	c#/json/asp.net-web-api/dotnet-httpclient/;	https://stackoverflow.com/questions/19158378/httpclient-not-supporting-postasjsonasync-method-c;
17772216;	169173;	12;	252;	Specified argument was out of the range of valid values. Parameter name: site;	18352322;	c#/visual-studio/iis/web-config/;	https://stackoverflow.com/questions/17772216/specified-argument-was-out-of-the-range-of-valid-values-parameter-name-site;
10320232;	379435;	13;	252;	How To Accept a File POST;	10327789;	c#/asp.net-mvc-4/;	https://stackoverflow.com/questions/10320232/how-to-accept-a-file-post;
4580263;	314724;	12;	252;	How to open in default browser in C#;	4580324;	c#/browser/window/default/new-operator/;	https://stackoverflow.com/questions/4580263/how-to-open-in-default-browser-in-c;
6637679;	299732;	14;	252;	Reflection - get attribute name and value on property;	6637710;	c#/reflectionpropertyinfo/;	https://stackoverflow.com/questions/6637679/reflection-get-attribute-name-and-value-on-property;
287928;	124171;	8;	252;	How do I overload the square-bracket operator in C#?;	287946;	c#/collections/operators/operator-overloading/;	https://stackoverflow.com/questions/287928/how-do-i-overload-the-square-bracket-operator-in-c;
37738106;	124440;	7;	252;	.NET Core vs Mono;	null;	c#/.net/mono/.net-core/;	https://stackoverflow.com/questions/37738106/net-core-vs-mono;
13162545;	257122;	22;	251;	Handler &quotExtensionlessUrlHandler-Integrated-4.0&quot has a bad module &quotManagedPipelineHandler&quot in its module list;	20228452;	c#/asp.net/iis/web-applications/;	https://stackoverflow.com/questions/13162545/handler-extensionlessurlhandler-integrated-4-0-has-a-bad-module-managedpipeli;
