ID da Pergunta;	Quantidade de Views;	Quantidade de Respostas;	Score;	Titulo da Questao;	ID da Resposta Aceita;	Tags;	Link da Questao;
58661796;	119;	1;	0;	AspNet Core SignalR - dependency issues when running on mono;	null;	c#/unity3d/asp.net-core/mono/signalr/;	https://stackoverflow.com/questions/58661796/aspnet-core-signalr-dependency-issues-when-running-on-mono;
58615670;	103;	0;	0;	mono C# multi-target 4.7.1 gives me netstandard 2.0 error;	null;	c#/mono.net-standard/;	https://stackoverflow.com/questions/58615670/mono-c-multi-target-4-7-1-gives-me-netstandard-2-0-error;
58552924;	49;	0;	1;	Problem in cross platform (Convert 2 channel wav to mono wav in C#);	null;	c#/asp.net-core/audio/wav/naudio/;	https://stackoverflow.com/questions/58552924/problem-in-cross-platform-convert-2-channel-wav-to-mono-wav-in-c;
58552012;	21;	0;	0;	Does VSCode support autocomplete for Mono namespaces on Mac?;	null;	c#/visual-studio-codemono/;	https://stackoverflow.com/questions/58552012/does-vscode-support-autocomplete-for-mono-namespaces-on-mac;
38160192;	2933;	2;	6;	Mono cannot load encoding 437;	null;	c#/macos/xamarin/mono/zip/;	https://stackoverflow.com/questions/38160192/mono-cannot-load-encoding-437;
58502507;	42;	1;	0;	Closing window manager &amp powering off from C#/Mono program;	58504551;	c#/linux/mono/raspbian/openbox/;	https://stackoverflow.com/questions/58502507/closing-window-manager-powering-off-from-c-mono-program;
58483923;	34;	0;	0;	I am going to run a C# mono program when PI4 start;	null;	c#/raspberry-pi/mono/autostart/;	https://stackoverflow.com/questions/58483923/i-am-going-to-run-a-c-mono-program-when-pi4-start;
57771161;	94;	2;	1;	C# Use MKL library in mono;	57783145;	c#/mono/intel-mkl/intel-ipp/;	https://stackoverflow.com/questions/57771161/c-use-mkl-library-in-mono;
58467968;	44;	0;	0;	What&#39s the minimal mono package for Runtime Compilation on Unity?;	null;	c#/compilationmono/;	https://stackoverflow.com/questions/58467968/whats-the-minimal-mono-package-for-runtime-compilation-on-unity;
58422327;	202;	1;	-1;	How to use Mono to compile C# code for use by a Mac;	null;	c#/mono/;	https://stackoverflow.com/questions/58422327/how-to-use-mono-to-compile-c-code-for-use-by-a-mac;
35032645;	183;	1;	3;	What&#39s wrong with this Winform C# code? It will run fine in Windows, but in mono(Linux), will throw a NullReferenceException;	35123511;	c#/sqlnullreferenceexception/;	https://stackoverflow.com/questions/35032645/whats-wrong-with-this-winform-c-code-it-will-run-fine-in-windows-but-in-mono;
5327672;	29380;	4;	17;	Running .NET 4 application with Mono;	5327728;	c#/.net/.net-4.0/mono/;	https://stackoverflow.com/questions/5327672/running-net-4-application-with-mono;
58277763;	563;	0;	1;	Mono framework on Visual Studio 2019 - target/compile/debug;	null;	c#/.net/mono/visual-studio-2019/;	https://stackoverflow.com/questions/58277763/mono-framework-on-visual-studio-2019-target-compile-debug;
14989040;	11115;	3;	13;	How-to use Runnable in Mono for android;	null;	c#/xamarin.androidrunnable/;	https://stackoverflow.com/questions/14989040/how-to-use-runnable-in-mono-for-android;
36005980;	6388;	2;	10;	Cross platform UI module that plays nice with C# / Mono backend;	null;	c#/mono/cross-platform/electron/eto/;	https://stackoverflow.com/questions/36005980/cross-platform-ui-module-that-plays-nice-with-c-mono-backend;
58251934;	44;	0;	0;	How to add a loaded library to Mono?;	null;	c#/linux/mono/sfml/;	https://stackoverflow.com/questions/58251934/how-to-add-a-loaded-library-to-mono;
21293105;	9450;	5;	8;	System.DllNotFoundException on Mono SQLite;	21294288;	c#/sqlite/mono/dllnotfoundexception/;	https://stackoverflow.com/questions/21293105/system-dllnotfoundexception-on-mono-sqlite;
58186164;	26;	1;	0;	c# Mono Cudafy under DietPi failed to run;	58186873;	c#/monogpu/;	https://stackoverflow.com/questions/58186164/c-mono-cudafy-under-dietpi-failed-to-run;
58175100;	409;	0;	0;	Class libraries are out of sync warnings from Mono;	null;	c#/linuxmono/;	https://stackoverflow.com/questions/58175100/class-libraries-are-out-of-sync-warnings-from-mono;
33959527;	404;	2;	0;	Mono console app as daemon take 100% cpu;	33985494;	c#/mono/;	https://stackoverflow.com/questions/33959527/mono-console-app-as-daemon-take-100-cpu;
12994862;	789;	2;	2;	Mono: is changing the thread&#39s priority supported?;	13000071;	c#/multithreading/mono/xamarin.android/;	https://stackoverflow.com/questions/12994862/mono-is-changing-the-threads-priority-supported;
58068286;	44;	0;	0;	FileNotFoundException when running a GTK# app in Mono on Linux;	null;	c#/.net/mono/gtk/;	https://stackoverflow.com/questions/58068286/filenotfoundexception-when-running-a-gtk-app-in-mono-on-linux;
58054229;	37;	0;	1;	Mono Embedding: Referencing a .dll with internal calls?;	null;	c#/c++mono/;	https://stackoverflow.com/questions/58054229/mono-embedding-referencing-a-dll-with-internal-calls;
57976398;	22;	0;	0;	Travis CI Building with latest Mono but testing on older version;	null;	c#/mono/travis-ci/multitargeting/;	https://stackoverflow.com/questions/57976398/travis-ci-building-with-latest-mono-but-testing-on-older-version;
23176915;	681;	1;	1;	How does Mono for Android work and what&#39s the relation between C# and Dalvik?;	null;	c#/xamarin/xamarin.android/dalvik/;	https://stackoverflow.com/questions/23176915/how-does-mono-for-android-work-and-whats-the-relation-between-c-and-dalvik;
57845345;	72;	1;	0;	Convert an audio file to 8000Hz 16Bit Mono Wav in UWP;	57845723;	c#/audio/uwp/pcm/wave/;	https://stackoverflow.com/questions/57845345/convert-an-audio-file-to-8000hz-16bit-mono-wav-in-uwp;
57829169;	92;	1;	1;	Problem Mapping Framebuffer Device Memory using C#/Mono on Raspberry PI;	null;	c#/raspberry-pi/mono/framebuffer/;	https://stackoverflow.com/questions/57829169/problem-mapping-framebuffer-device-memory-using-c-mono-on-raspberry-pi;
57760435;	62;	0;	0;	CreateFile Entry Not Found in Kernel32.dll (P/Invoke from C# using Mono on Raspberry Pi);	null;	c#/raspberry-pi/mono/pinvoke/;	https://stackoverflow.com/questions/57760435/createfile-entry-not-found-in-kernel32-dll-p-invoke-from-c-using-mono-on-raspb;
14513541;	259;	0;	2;	Making an Interactive and Zoomable Radial Tree using Mono;	null;	c#/user-interface/tree/mono/zoom/;	https://stackoverflow.com/questions/14513541/making-an-interactive-and-zoomable-radial-tree-using-mono;
61877213;	13;	0;	0;	Avalonia MVVM: splitting large xaml files;	null;	c#/xaml/mvvm/avaloniaui/;	https://stackoverflow.com/questions/61877213/avalonia-mvvm-splitting-large-xaml-files;
61844734;	15;	2;	0;	Avalonia button click event is not working;	null;	c#/xamlavalonia/;	https://stackoverflow.com/questions/61844734/avalonia-button-click-event-is-not-working;
61677263;	44;	1;	0;	WPF - Change theme from dark to light by clicking proper button - Avalonia;	61686639;	c#/wpf/xaml/themes/avalonia/;	https://stackoverflow.com/questions/61677263/wpf-change-theme-from-dark-to-light-by-clicking-proper-button-avalonia;
61589139;	27;	1;	0;	Avalonia UI C# XAML WPF - Adjust data grid row color based on column value;	61592476;	c#/wpf/xaml/datagrid/avalonia/;	https://stackoverflow.com/questions/61589139/avalonia-ui-c-xaml-wpf-adjust-data-grid-row-color-based-on-column-value;
61531169;	34;	1;	0;	Avalonia: Binding Command Property to UserControl;	61531893;	c#/wpf/mvvm/data-binding/avaloniaui/;	https://stackoverflow.com/questions/61531169/avalonia-binding-command-property-to-usercontrol;
61435806;	11;	1;	-1;	How to create a separate file for styles in Avalonia?;	null;	c#/xaml/desktop-application/avaloniaui/;	https://stackoverflow.com/questions/61435806/how-to-create-a-separate-file-for-styles-in-avalonia;
61428430;	34;	1;	0;	DataGrid in Avalonia UI for Linux does not show up when app is running;	61428617;	c#/xaml/.net-core/avaloniaui/;	https://stackoverflow.com/questions/61428430/datagrid-in-avalonia-ui-for-linux-does-not-show-up-when-app-is-running;
60810825;	30;	1;	-1;	How to store UserInput from TextBox in a variable - Avalonia UI, C#;	60810886;	c#/avalonia/;	https://stackoverflow.com/questions/60810825/how-to-store-userinput-from-textbox-in-a-variable-avalonia-ui-c;
60637965;	85;	1;	0;	Avalonia Ui putting a UserControl inside another;	null;	c#/wpf/avaloniaui/avalonia/;	https://stackoverflow.com/questions/60637965/avalonia-ui-putting-a-usercontrol-inside-another;
59937058;	139;	1;	0;	C#/WPF/Avalonia - On button click change text;	null;	c#/wpfavaloniaui/;	https://stackoverflow.com/questions/59937058/c-wpf-avalonia-on-button-click-change-text;
58703190;	364;	1;	-1;	How to sucessfully use a DataGrid control in Visual Studio 2019 with Avalonia 0.8.3;	null;	c#/xamlavalonia/;	https://stackoverflow.com/questions/58703190/how-to-sucessfully-use-a-datagrid-control-in-visual-studio-2019-with-avalonia-0;
57114665;	29;	0;	0;	Is there are way to make avalonia use the style of the distro its on?;	null;	c#/linux/user-interface/.net-core/;	https://stackoverflow.com/questions/57114665/is-there-are-way-to-make-avalonia-use-the-style-of-the-distro-its-on;
57106693;	135;	0;	0;	.net Exe on Mac to open FolderBrowserDialog with Avalonia or Eto Forms;	null;	c#/.net/macos/.net-core/mono/;	https://stackoverflow.com/questions/57106693/net-exe-on-mac-to-open-folderbrowserdialog-with-avalonia-or-eto-forms;
56691854;	179;	1;	0;	How to minimize program to system tray in Win32 using Avalonia;	null;	c#/asp.net-coreavaloniaui/;	https://stackoverflow.com/questions/56691854/how-to-minimize-program-to-system-tray-in-win32-using-avalonia;
54300247;	512;	2;	0;	Avalonia exception &quotUnable to find view for &ltclass name&gt&quot;	null;	c#/xaml/xamarin/avaloniaui/;	https://stackoverflow.com/questions/54300247/avalonia-exception-unable-to-find-view-for-class-name;
52106324;	1072;	1;	1;	Avalonia UI - How to get/set properties of UI controls from code;	null;	c#/.net-coreavaloniaui/;	https://stackoverflow.com/questions/52106324/avalonia-ui-how-to-get-set-properties-of-ui-controls-from-code;
53536895;	338;	1;	1;	Avalonia UI Error in binding &quotCould not find CLR property&quot;	53553693;	c#/xaml/mvvm/.net-core/avaloniaui/;	https://stackoverflow.com/questions/53536895/avalonia-ui-error-in-binding-could-not-find-clr-property;
51746650;	556;	1;	2;	How to extend a Control in Avalonia?;	51761372;	c#/avaloniaui/;	https://stackoverflow.com/questions/51746650/how-to-extend-a-control-in-avalonia;
46972576;	543;	0;	1;	How to add WPF UserControl to Avalonia Window?;	null;	c#/wpfavaloniaui/;	https://stackoverflow.com/questions/46972576/how-to-add-wpf-usercontrol-to-avalonia-window;
44442084;	630;	1;	1;	Implementing drag and drop for TreeView nodes in Avalonia;	44442504;	c#/.net/xaml/avaloniaui/;	https://stackoverflow.com/questions/44442084/implementing-drag-and-drop-for-treeview-nodes-in-avalonia;
44315693;	981;	1;	5;	How to bind color in Avalonia;	44316050;	c#/xamlavaloniaui/;	https://stackoverflow.com/questions/44315693/how-to-bind-color-in-avalonia;
44257264;	162;	0;	3;	Internationalization support in Avalonia;	null;	c#/.net/xaml/avaloniaui/;	https://stackoverflow.com/questions/44257264/internationalization-support-in-avalonia;
61076973;	55;	1;	-1;	Why is my AI model trains but doesn&#39t evolve - ML Agents;	61621498;	c#/unity3d/tensorboard/reinforcement-learning/ml-agent/;	https://stackoverflow.com/questions/61076973/why-is-my-ai-model-trains-but-doesnt-evolve-ml-agents;
59513951;	58;	0;	4;	ML Agents - Multiple agents break the training;	null;	c#/unity3d/machine-learning/artificial-intelligence/ml-agent/;	https://stackoverflow.com/questions/59513951/ml-agents-multiple-agents-break-the-training;
59309401;	231;	1;	1;	ML-Agents agent not resetting?;	59310787;	c#/unity3d/machine-learning/game-physics/ml-agent/;	https://stackoverflow.com/questions/59309401/ml-agents-agent-not-resetting;
58754449;	107;	1;	1;	unity ML Agents and external data;	58754958;	c#/unity3d/machine-learning/ml-agent/;	https://stackoverflow.com/questions/58754449/unity-ml-agents-and-external-data;
52989151;	258;	0;	2;	Unity ML Agents - Simple logic &quotand&quot gate example - no episode was completed;	null;	c#/unity3d/machine-learning/ml-agent/;	https://stackoverflow.com/questions/52989151/unity-ml-agents-simple-logic-and-gate-example-no-episode-was-completed;
51337634;	200;	1;	1;	Reward Logic out of Unity3D in ml-agents package;	null;	c#/python/unity3d/reinforcement-learning/ml-agent/;	https://stackoverflow.com/questions/51337634/reward-logic-out-of-unity3d-in-ml-agents-package;
48284539;	825;	1;	0;	AspNetBoilerplate client side validation;	null;	c#/asp.net-mvc/aspnetboilerplate/asp.net-boilerplate/;	https://stackoverflow.com/questions/48284539/aspnetboilerplate-client-side-validation;
60170018;	37;	0;	0;	aspnetboilerplate (core 3.1), Exception deleting FullAuditedEntity&lt&gt with properties have [ownedattribute];	null;	c#/asp.net-coreaspnetboilerplate/;	https://stackoverflow.com/questions/60170018/aspnetboilerplate-core-3-1-exception-deleting-fullauditedentity-with-proper;
59214838;	59;	0;	0;	Disable Tenant and logout all users Aspnetboilerplate;	null;	c#/asp.net-mvc/owin/aspnetboilerplate/;	https://stackoverflow.com/questions/59214838/disable-tenant-and-logout-all-users-aspnetboilerplate;
58087212;	694;	1;	0;	Fix aspnetboilerplate startup template, tenant or edit with errors;	58158030;	javascript/c#/asp.net-mvc/asp.net-ajax/aspnetboilerplate/;	https://stackoverflow.com/questions/58087212/fix-aspnetboilerplate-startup-template-tenant-or-edit-with-errors;
57815708;	67;	0;	0;	How to set TenantId globally in aspnetboilerplate;	null;	c#/authentication/identityserver4/aspnetboilerplate/;	https://stackoverflow.com/questions/57815708/how-to-set-tenantid-globally-in-aspnetboilerplate;
58165087;	46;	1;	0;	Aspnetboilerplate SQL Server migration primary key incremented by 10000;	null;	c#/entity-framework/primary-key/database-migration/aspnetboilerplate/;	https://stackoverflow.com/questions/58165087/aspnetboilerplate-sql-server-migration-primary-key-incremented-by-10000;
57811529;	218;	1;	0;	AspNetBoilerPlate AutoMapper Exception When mapping a list;	null;	c#/asp.net-core/automapper/aspnetboilerplate/;	https://stackoverflow.com/questions/57811529/aspnetboilerplate-automapper-exception-when-mapping-a-list;
56992581;	33;	0;	0;	Common Roles without Tenant for AspnetBoilerplate Framework c#;	null;	c#/.net/model-view-controller/aspnetboilerplate/;	https://stackoverflow.com/questions/56992581/common-roles-without-tenant-for-aspnetboilerplate-framework-c;
41335357;	316;	1;	1;	common roles for all tenants in AspNetBoilerplate;	44948904;	c#/asp.net/asp.net-mvc/aspnetboilerplate/;	https://stackoverflow.com/questions/41335357/common-roles-for-all-tenants-in-aspnetboilerplate;
56700137;	1116;	1;	1;	How to retrieved aspnetboilerplate core project localization information in server side;	null;	c#/localizationaspnetboilerplate/;	https://stackoverflow.com/questions/56700137/how-to-retrieved-aspnetboilerplate-core-project-localization-information-in-serv;
47236426;	1017;	2;	0;	Email sending in aspnetboilerplate not working;	47655468;	c#/asp.net/email-integration/smtpclient/aspnetboilerplate/;	https://stackoverflow.com/questions/47236426/email-sending-in-aspnetboilerplate-not-working;
55903300;	205;	4;	0;	Failed to call service from aspnetboilerplate asp.net-core project controller;	55969122;	c#/aspnetboilerplateasp.net-boilerplate/;	https://stackoverflow.com/questions/55903300/failed-to-call-service-from-aspnetboilerplate-asp-net-core-project-controller;
55247278;	173;	1;	1;	Entity Framework Core with 2 databases ( aspnetboilerplate webapp );	null;	c#/sql-server/entity-framework-core/aspnetboilerplate/;	https://stackoverflow.com/questions/55247278/entity-framework-core-with-2-databases-aspnetboilerplate-webapp;
55258512;	260;	0;	1;	aspnetboilerplate custom validation throws exception;	null;	c#/validation/asp.net-core/aspnetboilerplate/;	https://stackoverflow.com/questions/55258512/aspnetboilerplate-custom-validation-throws-exception;
53555040;	173;	0;	4;	Aspnetboilerplate: Cannot write log to SQL Server;	null;	c#/asp.net/log4net/aspnetboilerplate/;	https://stackoverflow.com/questions/53555040/aspnetboilerplate-cannot-write-log-to-sql-server;
53154596;	208;	0;	0;	Can&#39t retrieve data from database aspnetboilerplate;	null;	c#/aspnetboilerplate/;	https://stackoverflow.com/questions/53154596/cant-retrieve-data-from-database-aspnetboilerplate;
